"","id","location","year","month","day","fhours","Gear","catch","nao","amo","oisst","BATHY.DEPTH","lon","lat","Abundance"
"9605","26783_NA_7584","can",2002,8,23,36,"RR",8,0.527999997,0.087,20.25,1157,-65.45,42.05,NA
"9606","26784_NA_7585","can",2002,9,3,32,"RR",2,0.795000017,0.06,20.0799999237061,468,-65.6,42.0833333333333,NA
"9607","26784_NA_7586","can",2002,9,4,32,"RR",0,0.656000018,0.06,19.8199996948242,468,-65.6,42.0833333333333,NA
"9608","26895_101837_7631","can",2002,8,20,18,"RR",0,0.632000029,0.087,19.9099998474121,642,-65.4833333333333,42.0833333333333,NA
"9609","26895_101837_7632","can",2002,8,20,18,"RR",1,0.632000029,0.087,19.9099998474121,451,-65.4666666666667,42.1,NA
"9610","26895_101837_7633","can",2002,8,20,18,"RR",1,0.632000029,0.087,19.6299991607666,233,-65.5002777777778,42.1166666666667,NA
"9611","26895_101837_7634","can",2002,8,20,18,"RR",0,0.632000029,0.087,19.6299991607666,243,-65.5166666666667,42.1166666666667,NA
"9612","26895_101837_7635","can",2002,8,20,18,"RR",2,0.632000029,0.087,19.6299991607666,189,-65.5002777777778,42.1333333333333,NA
"9613","26895_101837_7636","can",2002,8,20,18,"RR",1,0.632000029,0.087,19.3299999237061,107,-65.4333333333333,42.3166666666667,NA
"9614","26895_101837_7637","can",2002,8,20,18,"RR",1,0.632000029,0.087,19.3299999237061,107,-65.4333333333333,42.3333333333333,NA
"9615","26896_101837_7638","can",2002,8,22,27,"TL",1,0.675999999,0.087,20.2700004577637,1012,-65.4166666666667,42.0666666666667,NA
"9616","26896_101837_7639","can",2002,8,23,27,"TL",0,0.527999997,0.087,20.689998626709,2494,-63.4666666666667,42.0833333333333,NA
"9617","26896_101837_7640","can",2002,8,23,27,"TL",1,0.527999997,0.087,20.25,743,-65.4666666666667,42.0833333333333,NA
"9618","26896_101837_7641","can",2002,8,23,27,"TL",1,0.527999997,0.087,20.25,642,-65.4833333333333,42.0833333333333,NA
"9619","26896_101837_7642","can",2002,8,22,27,"TL",1,0.675999999,0.087,20.0599994659424,243,-65.5166666666667,42.1166666666667,NA
"9620","26899_101837_7643","can",2002,9,7,42.96,"RR",0,0.003,0.06,20.1499996185303,1083,-65.4833333333333,42.05,NA
"9621","26899_101837_7644","can",2002,9,8,42.96,"RR",5,-0.02,0.06,19.8199996948242,1083,-65.4833333333333,42.05,NA
"9622","30038_102789_8699","can",2002,9,6,18.75,"RR",0,-0.224000007,0.06,19.3599987030029,759,-65.55,42.0666666666667,NA
"9623","30038_102789_8700","can",2002,9,4,18.75,"RR",0,0.656000018,0.06,19.8199996948242,642,-65.5333333333333,42.0833333333333,NA
"9624","30038_102789_8701","can",2002,9,4,18.75,"RR",0,0.656000018,0.06,19.8199996948242,589,-65.55,42.0833333333333,NA
"9625","30039_102789_8702","can",2002,9,10,10,"RR",0,-0.786000013,0.06,19.2999992370605,149,-65.5333333333333,42.1333333333333,NA
"9626","31322_103254_9148","can",2002,8,22,22,"RR",2,0.675999999,0.087,20.2700004577637,1012,-65.4166666666667,42.0666666666667,NA
"9627","31322_103254_9149","can",2002,8,22,22,"RR",1,0.675999999,0.087,20.2700004577637,964,-65.4333333333333,42.0833333333333,NA
"9628","31322_103254_9150","can",2002,8,22,22,"RR",1,0.675999999,0.087,20.2700004577637,883,-65.45,42.0833333333333,NA
"9629","31322_103254_9151","can",2002,8,23,22,"RR",2,0.527999997,0.087,20.25,756,-65.4,42.1166666666667,NA
"9630","31322_103254_9152","can",2002,8,22,22,"RR",3,0.675999999,0.087,20.0599994659424,243,-65.5166666666667,42.1166666666667,NA
"9631","31323_103254_9153","can",2002,8,28,30.48,"RR",0,0.976000011,0.087,19.8599987030029,873,-65.5002777777778,42.0833333333333,NA
"9632","31323_103254_9154","can",2002,8,30,30.48,"RR",1,0.954999983,0.087,19.3799991607666,583,-65.5666666666667,42.0833333333333,NA
"9633","31323_103254_9155","can",2002,8,30,30.48,"RR",0,0.954999983,0.087,19.3799991607666,545,-65.5833333333333,42.0833333333333,NA
"9634","31324_103254_9156","can",2002,9,3,24,"RR",3,0.795000017,0.06,20.0799999237061,545,-65.5833333333333,42.0833333333333,NA
"9635","31324_103254_9157","can",2002,9,2,24,"RR",1,1.202999949,0.06,19.75,417,-65.6166666666667,42.0833333333333,NA
"9636","31324_103254_9158","can",2002,9,2,24,"RR",1,1.202999949,0.06,19.75,370,-65.6333333333333,42.0833333333333,NA
"9637","31325_103254_9159","can",2002,9,10,24,"RR",0,-0.786000013,0.06,19.2999992370605,957,-65.5002777777778,42.05,NA
"9638","31325_103254_9160","can",2002,9,10,24,"RR",1,-0.786000013,0.06,19.2999992370605,853,-65.5166666666667,42.05,NA
"9639","31325_103254_9161","can",2002,9,10,24,"RR",0,-0.786000013,0.06,19.2999992370605,827,-65.5333333333333,42.0666666666667,NA
"9640","32110_103580_9229","can",2002,9,2,48,"RR",2,1.202999949,0.06,20.3099994659424,451,-65.4666666666667,42.1,NA
"9641","32111_103580_9236","can",2002,9,8,24.03,"RR",0,-0.02,0.06,19.1800003051758,589,-65.55,42.0833333333333,NA
"9642","32111_103580_9237","can",2002,9,9,24.03,"RR",3,-0.545000017,0.06,19.1499996185303,589,-65.55,42.0833333333333,NA
"9643","33135_103797_9800","can",2002,8,15,28,"TL",0,-0.689999998,0.087,19.7799987792969,642,-65.5333333333333,42.0833333333333,NA
"9644","33135_103797_9801","can",2002,8,17,28,"TL",4,0.248999998,0.087,20.0299987792969,642,-65.5333333333333,42.0833333333333,NA
"9645","33136_103797_9802","can",2002,8,22,17.5,"RR",1,0.675999999,0.087,20.2700004577637,451,-65.4666666666667,42.1,NA
"9646","33137_103797_9803","can",2002,8,27,36,"TL",0,0.648999989,0.087,19.6800003051758,621,-65.5166666666667,42.1,NA
"9647","33137_103797_9804","can",2002,8,29,36,"TL",5,1.128999949,0.087,19.7299995422363,621,-65.5166666666667,42.1,NA
"9648","3344_3647_9821","can",2002,9,8,10,"RR",1,-0.02,0.06,19.1800003051758,861,-65.5166666666667,42.0166666666667,NA
"9649","3344_3647_9822","can",2002,9,9,10,"RR",0,-0.545000017,0.06,19.1499996185303,545,-65.5833333333333,42.0833333333333,NA
"9650","3344_3647_9823","can",2002,9,9,10,"RR",1,-0.545000017,0.06,19.1499996185303,468,-65.6,42.0833333333333,NA
"9651","33749_104136_9825","can",2002,7,25,48,"HARP",1,1.202999949,-0.085,12.8499994277954,97,-66.5666666666667,44.55,NA
"9652","33749_104136_9826","can",2002,7,24,48,"HARP",1,1.008000016,-0.085,12.3899993896484,161,-66.55,44.5666666666667,NA
"9653","33749_104136_9827","can",2002,7,25,48,"HARP",1,1.202999949,-0.085,12.8499994277954,80,-66.5833333333333,44.5666666666667,NA
"9654","33749_104136_9828","can",2002,7,24,48,"HARP",1,1.008000016,-0.085,12.3899993896484,15,-66.6333333333333,44.5833333333333,NA
"9655","33750_104136_9829","can",2002,8,8,36,"HARP",3,-0.284000009,0.087,13.8999996185303,24,-66.6166666666667,44.5833333333333,NA
"9656","33751_104136_9830","can",2002,8,22,57.96,"HARP",1,0.675999999,0.087,14.5599994659424,61,-66.6166666666667,44.55,NA
"9657","33751_104136_9831","can",2002,8,22,57.96,"HARP",1,0.675999999,0.087,14.5599994659424,54,-66.6166666666667,44.5666666666667,NA
"9658","33751_104136_9832","can",2002,8,21,57.96,"HARP",1,0.526000023,0.087,15.3099994659424,140,-66.5833333333333,44.5833333333333,NA
"9659","33751_104136_9833","can",2002,8,21,57.96,"HARP",1,0.526000023,0.087,15.3099994659424,15,-66.6333333333333,44.5833333333333,NA
"9660","33751_104136_9834","can",2002,8,20,57.96,"HARP",1,0.632000029,0.087,14.6700000762939,192,-66.5166666666667,44.65,NA
"9661","33751_104136_9835","can",2002,8,20,57.96,"HARP",1,0.632000029,0.087,14.6599998474121,187,-66.5,44.6666666666667,NA
"9662","33752_104136_9836","can",2002,8,29,85.25,"HARP",0,1.128999949,0.087,13.4799995422363,123,-66.6166666666667,44.6333333333333,NA
"9663","33752_104136_9837","can",2002,8,29,85.25,"HARP",1,1.128999949,0.087,13.5199995040894,108,-66.6833333333333,44.8833333333333,NA
"9664","33753_104136_9838","can",2002,9,15,6,"HARP",1,-0.805000007,0.06,13.4499998092651,113,-66.6666666666667,43.9166666666667,NA
"9665","33753_104136_9839","can",2002,9,15,6,"HARP",1,-0.805000007,0.06,13.4499998092651,118,-66.6666666666667,43.9333333333333,NA
"9666","33753_104136_9840","can",2002,9,15,6,"HARP",0,-0.805000007,0.06,13.4499998092651,105,-66.6166666666667,43.95,NA
"9667","33753_104136_9841","can",2002,9,15,6,"HARP",1,-0.805000007,0.06,13.4499998092651,107,-66.6333333333333,43.9666666666667,NA
"9668","33754_104136_9842","can",2002,9,19,36,"HARP",0,-0.870000005,0.06,17.3099994659424,658,-65.5666666666667,42.0166666666667,NA
"9669","33754_104136_9843","can",2002,9,19,36,"HARP",0,-0.870000005,0.06,17.3099994659424,668,-65.5333333333333,42.0333333333333,NA
"9670","33754_104136_9844","can",2002,9,20,36,"HARP",0,-0.675999999,0.06,17.5200004577637,669,-65.55,42.05,NA
"9671","33754_104136_9845","can",2002,9,19,36,"HARP",0,-0.870000005,0.06,17.3099994659424,384,-65.6,42.05,NA
"9672","33754_104136_9846","can",2002,9,19,36,"HARP",0,-0.870000005,0.06,17.3099994659424,827,-65.5333333333333,42.0666666666667,NA
"9673","33754_104136_9847","can",2002,9,19,36,"HARP",1,-0.870000005,0.06,17.3099994659424,759,-65.55,42.0666666666667,NA
"9674","33754_104136_9848","can",2002,9,19,36,"HARP",1,-0.870000005,0.06,17.3099994659424,564,-65.5833333333333,42.0666666666667,NA
"9675","33754_104136_9849","can",2002,9,20,36,"HARP",1,-0.675999999,0.06,17.5200004577637,468,-65.6,42.0833333333333,NA
"9676","34109_104226_9920","can",2002,7,27,32,"TL",1,0.228,-0.085,12.5799999237061,151,-66.5666666666667,44.6333333333333,NA
"9677","34110_104226_9921","can",2002,9,7,24,"TL",1,0.003,0.06,19.5100002288818,384,-65.6,42.05,NA
"9678","34110_104226_9922","can",2002,9,8,24,"TL",0,-0.02,0.06,19.1800003051758,656,-65.5666666666667,42.0666666666667,NA
"9679","34110_104226_9923","can",2002,9,7,24,"TL",2,0.003,0.06,19.5100002288818,326,-65.6333333333333,42.0666666666667,NA
"9680","34110_104226_9924","can",2002,9,8,24,"TL",1,-0.02,0.06,18.7899990081787,91,-65.5833333333333,42.5833333333333,NA
"9681","34111_104226_9925","can",2002,9,18,40,"TL",0,-1.269000053,0.06,17.2799987792969,739,-65.5333333333333,42.05,NA
"9682","34111_104226_9926","can",2002,9,19,40,"TL",3,-0.870000005,0.06,17.3099994659424,739,-65.5333333333333,42.05,NA
"9683","34111_104226_9927","can",2002,9,19,40,"TL",2,-0.870000005,0.06,17.3099994659424,468,-65.6,42.0833333333333,NA
"9684","34111_104226_9928","can",2002,9,20,40,"TL",1,-0.675999999,0.06,17.5200004577637,417,-65.6166666666667,42.0833333333333,NA
"9685","34112_104226_9929","can",2002,9,23,40,"TL",1,-0.675999999,0.06,17.9099998474121,656,-65.5666666666667,42.0666666666667,NA
"9686","34112_104226_9930","can",2002,9,22,40,"TL",1,-0.60799998,0.06,17.7299995422363,564,-65.5833333333333,42.0666666666667,NA
"9687","34112_104226_9931","can",2002,9,22,40,"TL",0,-0.60799998,0.06,17.7299995422363,495,-65.6,42.0666666666667,NA
"9688","34904_104317_10390","can",2002,8,1,11,"HARP",1,-0.907000005,0.087,14.1899995803833,158,-66.5333333333333,44.7333333333333,NA
"9689","34905_104317_10391","can",2002,8,14,49,"TL",0,-0.635999978,0.087,20.5399990081787,759,-65.55,42.0666666666667,NA
"9690","34905_104317_10392","can",2002,8,16,49,"TL",1,-0.151999995,0.087,19.7399997711182,873,-65.5002777777778,42.0833333333333,NA
"9691","34905_104317_10393","can",2002,8,17,49,"TL",1,0.248999998,0.087,20.0299987792969,621,-65.5166666666667,42.1,NA
"9692","34905_104317_10394","can",2002,8,17,49,"TL",2,0.248999998,0.087,20.0299987792969,542,-65.5333333333333,42.1,NA
"9693","34905_104317_10395","can",2002,8,16,49,"TL",0,-0.151999995,0.087,19.7399997711182,243,-65.5166666666667,42.1166666666667,NA
"9694","34905_104317_10396","can",2002,8,16,49,"TL",0,-0.151999995,0.087,19.7399997711182,202,-65.5333333333333,42.1166666666667,NA
"9695","34906_104317_10397","can",2002,8,20,15.75,"TL",1,0.632000029,0.087,19.9099998474121,1016,-65.4833333333333,42.0166666666667,NA
"9696","34906_104317_10398","can",2002,8,20,15.75,"TL",1,0.632000029,0.087,19.6299991607666,805,-65.5002777777778,42.0166666666667,NA
"9697","34906_104317_10399","can",2002,8,20,15.75,"TL",1,0.632000029,0.087,19.9099998474121,982,-65.4833333333333,42.0333333333333,NA
"9698","34906_104317_10400","can",2002,8,19,15.75,"TL",1,0.671999991,0.087,20.6099987030029,1043,-65.4333333333333,42.0666666666667,NA
"9699","34906_104317_10401","can",2002,8,19,15.75,"TL",1,0.671999991,0.087,20.5,360,-65.55,42.1,NA
"9700","34906_104317_10402","can",2002,8,19,15.75,"TL",1,0.671999991,0.087,20.189998626709,81,-66.5166666666667,42.1,NA
"9701","34907_104317_10403","can",2002,8,23,12,"TL",0,0.527999997,0.087,20.25,1043,-65.4333333333333,42.0666666666667,NA
"9702","34907_104317_10404","can",2002,8,23,12,"TL",0,0.527999997,0.087,20.25,743,-65.4666666666667,42.0833333333333,NA
"9703","34907_104317_10405","can",2002,8,22,12,"TL",1,0.675999999,0.087,20.0599994659424,542,-65.5333333333333,42.1,NA
"9704","34907_104317_10406","can",2002,8,23,12,"TL",0,0.527999997,0.087,20.25,469,-65.4333333333333,42.1166666666667,NA
"9705","34908_104317_10407","can",2002,8,29,35,"TL",1,1.128999949,0.087,19.7299995422363,461,-65.5833333333333,42.05,NA
"9706","34908_104317_10408","can",2002,8,30,35,"TL",0,0.954999983,0.087,19.3799991607666,461,-65.5833333333333,42.05,NA
"9707","34908_104317_10409","can",2002,8,30,35,"TL",1,0.954999983,0.087,19.3799991607666,656,-65.5666666666667,42.0666666666667,NA
"9708","34908_104317_10410","can",2002,8,28,35,"TL",1,0.976000011,0.087,19.8599987030029,245,-65.5833333333333,42.1166666666667,NA
"9709","34910_104317_10411","can",2002,9,17,72,"TL",1,-1.220000029,0.06,17.2600002288818,564,-65.5833333333333,42.0666666666667,NA
"9710","34910_104317_10412","can",2002,9,18,72,"TL",1,-1.269000053,0.06,15.4699993133545,82,-66.55,42.0833333333333,NA
"9711","35031_104354_10418","can",2002,9,19,1.5,"RR",1,-0.870000005,0.06,12.4699993133545,46,-60.8166666666667,45.3,NA
"9712","35123_104393_10419","can",2002,9,26,11,"RR",0,-0.351999998,0.06,12.8199996948242,54,-60.8166666666667,45.2833333333333,NA
"9713","35123_104393_10420","can",2002,9,26,11,"RR",1,-0.351999998,0.06,12.8199996948242,37,-60.8666666666667,45.3,NA
"9714","35124_104393_10421","can",2002,9,27,15.5,"RR",1,-0.030999999,0.06,12.9399995803833,37,-60.8666666666667,45.3,NA
"9715","35125_104393_10422","can",2002,9,29,13.5,"RR",1,0.493999988,0.06,12.7199993133545,37,-60.8666666666667,45.3,NA
"9716","35136_104404_10423","can",2002,7,27,24,"HARP",3,0.228,-0.085,12.5799999237061,200,-66.5,44.6333333333333,NA
"9717","35137_104404_10424","can",2002,8,2,30,"HARP",1,-0.745999992,0.087,13.3899993896484,165,-66.3666666666667,44.5166666666667,NA
"9718","35138_104404_10425","can",2002,8,20,11.0548420239812,"HARP",5,0.632000029,0.087,14.6599998474121,200,-66.5,44.6333333333333,NA
"9719","35139_104404_10426","can",2002,8,23,69.96,"HARP",3,0.527999997,0.087,13.7299995422363,138,-66.6,44.6166666666667,NA
"9720","35139_104404_10427","can",2002,8,24,69.96,"HARP",0,0.535000026,0.087,13.4499998092651,138,-66.6,44.6166666666667,NA
"9721","35140_104404_10428","can",2002,8,30,70,"HARP",4,0.954999983,0.087,13.5099992752075,27,-66.65,44.6333333333333,NA
"9722","35141_104404_10429","can",2002,9,7,15,"HARP",0,0.003,0.06,13.4699993133545,199,-66.4333333333333,44.5333333333333,NA
"9723","35142_104404_10430","can",2002,9,24,39.96,"HARP",5,-0.463,0.06,17.9400005340576,468,-65.6,42.0833333333333,NA
"9724","35215_104427_10438","can",2002,9,9,12.6611932702013,"HARP",0,-0.545000017,0.06,17.4200000762939,82,-66.55,42.0833333333333,NA
"9725","35436_104479_10439","can",2002,8,23,21,"TL",1,0.527999997,0.087,20.25,1012,-65.4166666666667,42.0666666666667,NA
"9726","35436_104479_10440","can",2002,8,22,21,"TL",1,0.675999999,0.087,20.2700004577637,976,-65.4833333333333,42.0666666666667,NA
"9727","35436_104479_10441","can",2002,8,22,21,"TL",0,0.675999999,0.087,20.2700004577637,892,-65.4166666666667,42.0833333333333,NA
"9728","35436_104479_10442","can",2002,8,23,21,"TL",1,0.527999997,0.087,20.25,603,-65.4166666666667,42.1166666666667,NA
"9729","35438_104479_10443","can",2002,9,10,20.5,"RR",2,-0.786000013,0.06,16.2899990081787,53,-64.2166666666667,44.2,NA
"9730","35438_104479_10444","can",2002,9,11,20.5,"RR",1,-0.841000021,0.06,16.3299999237061,66,-64.2,44.2166666666667,NA
"9731","35439_104479_10445","can",2002,9,18,10,"RR",2,-1.269000053,0.06,15.6899995803833,53,-64.2166666666667,44.2,NA
"9732","35440_104479_10446","can",2002,9,25,6,"TL",1,-0.244000003,0.06,16.2199993133545,34,-64.5166666666667,44.0166666666667,NA
"9733","35915_104558_10455","can",2002,8,5,0.45,"RR",1,0.239999995,0.087,14,34,-61.3833333333333,45.1166666666667,NA
"9734","35916_104558_10456","can",2002,9,20,9,"RR",0,-0.675999999,0.06,12.3699998855591,42,-61.4166666666667,45.0833333333333,NA
"9735","35917_104558_10457","can",2002,9,23,8.15,"RR",0,-0.675999999,0.06,12.460000038147,35,-61.4666666666667,45.0666666666667,NA
"9736","35917_104558_10458","can",2002,9,23,8.15,"RR",0,-0.675999999,0.06,12.460000038147,42,-61.4166666666667,45.0833333333333,NA
"9737","36309_104653_10532","can",2002,8,7,1,"RR",1,-0.432999998,0.087,14.4399995803833,23,-60.85,45.3333333333333,NA
"9738","36310_104653_10533","can",2002,8,10,1,"RR",1,-0.054000001,0.087,13.8800001144409,140,-60.85,45.1666666666667,NA
"9739","36311_104653_10534","can",2002,8,12,1,"RR",1,-0.460000008,0.087,15.039999961853,23,-60.85,45.3333333333333,NA
"9740","36312_104653_10535","can",2002,8,13,10.2122025044886,"RR",1,-0.481999993,0.087,15.1599998474121,51,-60.8333333333333,45.35,NA
"9741","36313_104653_10537","can",2002,9,17,4.45,"RR",2,-1.220000029,0.06,12.7199993133545,23,-60.85,45.3333333333333,NA
"9742","36314_104653_10538","can",2002,9,20,2,"RR",1,-0.675999999,0.06,12.3699998855591,23,-60.85,45.3333333333333,NA
"9743","36315_104653_10539","can",2002,9,21,10,"RR",1,-0.686999977,0.06,12.2299995422363,23,-60.85,45.3333333333333,NA
"9744","36345_104668_10545","can",2002,8,8,12.5,"RR",1,-0.284000009,0.087,14.5899991989136,26,-60.85,45.3166666666667,NA
"9745","36346_104668_10546","can",2002,8,9,9,"RR",1,-0.137999997,0.087,14.2699995040894,54,-60.8166666666667,45.2833333333333,NA
"9746","36347_104668_10547","can",2002,8,10,11,"RR",1,-0.054000001,0.087,13.8800001144409,46,-60.7666666666667,45.3333333333333,NA
"9747","36348_104668_10548","can",2002,9,4,13.5,"RR",1,0.656000018,0.06,14.8599996566772,43,-60.8333333333333,45.3,NA
"9748","36348_104668_10549","can",2002,9,4,13.5,"RR",0,0.656000018,0.06,14.8599996566772,23,-60.85,45.3333333333333,NA
"9749","36349_104668_10550","can",2002,9,14,4.5,"RR",2,-1.220999956,0.06,12.1499996185303,61,-60.8333333333333,45.2833333333333,NA
"9750","36350_104668_10551","can",2002,9,17,12,"RR",1,-1.220000029,0.06,12.7199993133545,54,-60.8166666666667,45.2833333333333,NA
"9751","36350_104668_10552","can",2002,9,17,12,"RR",1,-1.220000029,0.06,12.7199993133545,43,-60.8333333333333,45.3,NA
"9752","36351_104668_10553","can",2002,9,18,8.5,"RR",0,-1.269000053,0.06,12.8099994659424,54,-60.8166666666667,45.2833333333333,NA
"9753","36351_104668_10554","can",2002,9,18,8.5,"RR",1,-1.269000053,0.06,12.8099994659424,39,-60.85,45.3,NA
"9754","36352_104668_10556","can",2002,9,21,13.5,"RR",0,-0.686999977,0.06,12.2299995422363,54,-60.8166666666667,45.2833333333333,NA
"9755","36352_104668_10557","can",2002,9,21,13.5,"RR",1,-0.686999977,0.06,12.2299995422363,43,-60.8333333333333,45.3,NA
"9756","36353_104668_10558","can",2002,9,23,13.3,"RR",1,-0.675999999,0.06,12.460000038147,44,-60.8333333333333,45.3166666666667,NA
"9757","37434_104883_11061","can",2002,9,18,12.5290099437959,"RR",2,-1.269000053,0.06,12.8099994659424,54,-60.8166666666667,45.2833333333333,NA
"9758","37435_104883_11062","can",2002,9,19,7,"RR",1,-0.870000005,0.06,12.4699993133545,54,-60.8166666666667,45.2833333333333,NA
"9759","37436_104883_11063","can",2002,9,20,6,"RR",2,-0.675999999,0.06,12.3699998855591,54,-60.8166666666667,45.2833333333333,NA
"9760","37437_104883_11064","can",2002,9,21,13,"RR",1,-0.686999977,0.06,12.2299995422363,54,-60.8166666666667,45.2833333333333,NA
"9761","37438_104883_11065","can",2002,9,25,7.5,"RR",2,-0.244000003,0.06,12.75,54,-60.8166666666667,45.2833333333333,NA
"9762","37438_104883_11066","can",2002,9,25,7.5,"RR",0,-0.244000003,0.06,12.75,23,-60.85,45.3333333333333,NA
"9763","37439_104883_11067","can",2002,9,26,14,"RR",1,-0.351999998,0.06,12.8199996948242,54,-60.8166666666667,45.2833333333333,NA
"9764","37440_104883_11068","can",2002,9,27,14,"RR",1,-0.030999999,0.06,12.9399995803833,26,-60.85,45.3166666666667,NA
"9765","37441_104883_11069","can",2002,9,28,6,"RR",1,0.500999987,0.06,12.8800001144409,26,-60.85,45.3166666666667,NA
"9766","3749_3983_11071","can",2002,9,19,12.5290099437959,"RR",1,-0.870000005,0.06,12.4699993133545,41,-60.8333333333333,45.3333333333333,NA
"9767","37740_104896_11072","can",2002,7,31,24,"TL",1,-1.003000021,-0.085,14.0900001525879,207,-66.4666666666667,44.5666666666667,NA
"9768","37741_104896_11073","can",2002,8,21,24,"RR",1,0.526000023,0.087,15.3099994659424,24,-66.6166666666667,44.5833333333333,NA
