"id","year","month","day","lat","lon","catch_n","state","prim_op","lines","fhours","party","bt_live","bt_art","bt_dead","fm_troll","fm_chunk","fm_chum","depth","bathy","field.sst","oisst","primary","secondary","nao","amo"
"2002-23-08-111",2002,8,1,43.5,-69.9166666666667,0,"ME","Charter",5,16,4,"Yes","No","Yes","No","Yes","No",-205,-115.9,20.56,18.1299991607666,"giant",NA,-0.907000005,0.087
"2002-23-08-113",2002,8,1,43.3333333333333,-70.1666666666667,0,"ME","Private",3,13,6,"Yes","No","No","No","Yes","No",-200,-107.6,20,18.6399993896484,"giant",NA,-0.907000005,0.087
"2002-23-08-109",2002,8,1,42.8333333333333,-70.4166666666667,1,"ME","Charter",4,8,3,"Yes","No","Yes","No","Yes","No",-220,-128.5,21.11,19.0699996948242,"giant",NA,-0.907000005,0.087
"2002-23-08-104",2002,8,1,43.1666666666667,-70.0833333333333,1,"ME","Private",4,7,3,"Yes","No","Yes","No","Yes","No",-230,-154.5,19.44,18.75,"giant",NA,-0.907000005,0.087
"2002-23-08-106",2002,8,1,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,7,2,"Yes","No","No","No","Yes","No",-200,-107.6,16.67,18.6399993896484,"giant",NA,-0.907000005,0.087
"2002-23-08-107",2002,8,1,43.3333333333333,-70.1666666666667,0,"ME","Charter",4,11,5,"Yes","No","Yes","No","Yes","Yes",-238,-107.6,NA,18.6399993896484,"giant",NA,-0.907000005,0.087
"2002-23-08-58",2002,8,2,43.3333333333333,-70.1666666666667,0,"ME","Private",3,12,3,"Yes","No","Yes","No","Yes","Yes",-240,-107.6,19.44,18.7700004577637,"giant",NA,-0.745999992,0.087
"2002-23-08-59",2002,8,2,43.5,-69.9166666666667,0,"ME","Charter",5,14,4,"Yes","No","Yes","No","Yes","No",-205,-115.9,20.56,18,"giant",NA,-0.745999992,0.087
"2002-23-08-57",2002,8,2,43.5,-69.9166666666667,0,"ME","Charter",4,10,8,"Yes","No","Yes","No","Yes","No",-230,-115.9,NA,18,"giant",NA,-0.745999992,0.087
"2002-23-08-60",2002,8,2,43.1666666666667,-70.0833333333333,0,"ME","Private",4,10,NA,"Yes","No","Yes","No","Yes","No",-230,-154.5,19.44,18.7700004577637,"giant",NA,-0.745999992,0.087
"2002-23-08-62",2002,8,2,43.5,-69.9166666666667,0,"ME","Private",4,14,5,"Yes","No","No","No","Yes","No",-215,-115.9,16.67,18,"giant",NA,-0.745999992,0.087
"2002-23-08-54",2002,8,2,43.3333333333333,-70.1666666666667,0,"ME","Private",3,8,6,"Yes","No","No","No","Yes","No",-200,-107.6,20,18.7700004577637,"giant",NA,-0.745999992,0.087
"2002-23-08-55",2002,8,2,43.5,-69.7666666666667,0,"ME","Charter",4,7,2,"Yes","No","Yes","No","Yes","No",-200,-128.9,18.89,18,"giant",NA,-0.745999992,0.087
"2002-23-08-56",2002,8,2,43.25,-70.2833333333333,0,"ME","Charter",9,9,3,"Yes","No","Yes","No","Yes","No",-200,-88.2,17.78,18.9899997711182,"giant",NA,-0.745999992,0.087
"2002-23-08-63",2002,8,2,43.5166666666667,-70.1333333333333,1,"ME","Private",3,14,2,"No","No","Yes","No","No","Yes",-200,-31,NA,18.5699996948242,"giant",NA,-0.745999992,0.087
"2002-23-08-61",2002,8,2,43.1666666666667,-70.0833333333333,0,"ME","Private",4,9,3,"Yes","No","Yes","No","Yes","No",-200,-154.5,20.56,18.7700004577637,"giant",NA,-0.745999992,0.087
"2002-23-08-88",2002,8,3,43.3333333333333,-70.1666666666667,1,"ME","Private",3,8,3,"Yes","No","Yes","No","Yes","Yes",-250,-107.6,18.33,19.3799991607666,"giant",NA,-0.402999997,0.087
"2002-23-08-87",2002,8,3,43.25,-70.2833333333333,0,"ME","Private",4,9,4,"Yes","No","No","No","Yes","No",-200,-88.2,20.56,19.3999996185303,"giant",NA,-0.402999997,0.087
"2002-23-08-90",2002,8,3,43.5166666666667,-70.1333333333333,0,"ME","Private",3,10,2,"No","No","Yes","No","No","Yes",-200,-31,NA,19.1000003814697,"giant",NA,-0.402999997,0.087
"2002-23-08-82",2002,8,3,43.5,-69.9166666666667,0,"ME","Charter",4,12,7,"Yes","No","Yes","No","Yes","No",-200,-115.9,NA,18.5599994659424,"giant",NA,-0.402999997,0.087
"2002-23-08-86",2002,8,3,43.4166666666667,-70.25,1,"ME","Private",4,9,4,"No","No","Yes","No","Yes","No",-200,-78.4,19.44,19.3799991607666,"giant",NA,-0.402999997,0.087
"2002-23-08-83",2002,8,3,43.5,-69.9166666666667,0,"ME","Charter",5,11,3,"Yes","No","No","No","No","No",-195,-115.9,19.44,18.5599994659424,"giant",NA,-0.402999997,0.087
"2002-23-08-80",2002,8,3,43.5,-69.9166666666667,0,"ME","Private",4,10,5,"Yes","No","No","No","Yes","No",-215,-115.9,NA,18.5599994659424,"giant",NA,-0.402999997,0.087
"2002-23-08-81",2002,8,3,43.5,-69.9166666666667,0,"ME","Charter",4,8,2,"Yes","No","Yes","No","Yes","No",-200,-115.9,18.89,18.5599994659424,"giant",NA,-0.402999997,0.087
"2002-23-08-85",2002,8,3,43.3333333333333,-70.1666666666667,0,"ME","Private",4,10,3,"Yes","No","Yes","No","Yes","No",-220,-107.6,21.11,19.3799991607666,"giant",NA,-0.402999997,0.087
"2002-23-08-84",2002,8,3,43.5,-69.9166666666667,0,"ME","Charter",4,8,4,"Yes","No","Yes","No","Yes","No",-200,-115.9,19.44,18.5599994659424,"giant",NA,-0.402999997,0.087
"2002-23-08-75",2002,8,3,43.1666666666667,-70.0833333333333,1,"ME","Private",4,9,2,"Yes","No","Yes","No","Yes","Yes",-265,-154.5,18.89,19.3999996185303,"giant",NA,-0.402999997,0.087
"2002-23-08-78",2002,8,3,43.25,-70.2833333333333,1,"ME","Charter",4,6,3,"Yes","No","No","No","Yes","No",-150,-88.2,19.44,19.3999996185303,"giant",NA,-0.402999997,0.087
"2002-23-08-79",2002,8,3,43.1666666666667,-70.0833333333333,0,"ME","Private",3,7,3,"No","No","Yes","No","Yes","No",-180,-154.5,21.11,19.3999996185303,"giant",NA,-0.402999997,0.087
"2002-23-08-77",2002,8,3,43.4333333333333,-70.1166666666667,1,"ME","Private",3,5,6,"Yes","No","No","No","Yes","No",-260,-77.1,19.44,19.3799991607666,"giant",NA,-0.402999997,0.087
"2002-299901",2002,8,4,41.6666666666667,-69.9166666666667,1,"MA","Charter",4,24,2,"No","Yes","No","Yes","No","No",-200,-13.7,18.33,20.4599990844727,"giant",NA,0.160999998,0.087
"2002-300601",2002,8,4,42.9166666666667,-70.4166666666667,0,"NH","Private",2,7,2,"Yes","No","No","No","Yes","No",-220,-74.1,NA,19.3500003814697,"giant",NA,0.160999998,0.087
"2002-315901",2002,8,5,42.4166666666667,-70.4166666666667,0,"MA","Private",4,10,2,"No","No","Yes","No","No","Yes",-140,-32.5,16.11,20.0299987792969,"giant",NA,0.239999995,0.087
"2002-315902",2002,8,5,42.4166666666667,-70.4166666666667,0,"MA","Private",8,6,1,"Yes","No","No","Yes","No","No",-115,-32.5,24.44,20.0299987792969,"giant",NA,0.239999995,0.087
"2002-23-08-65",2002,8,10,43.3333333333333,-70.1666666666667,0,"ME","Private",4,6,4,"Yes","No","No","No","Yes","No",-210,-107.6,20.56,17.8299999237061,"giant",NA,-0.054000001,0.087
"2002-306402",2002,8,11,42.8333333333333,-70.4166666666667,1,"NH","Private",2,7,2,"Yes","No","Yes","No","No","Yes",-200,-128.5,18.33,19.7299995422363,"giant",NA,-0.201000005,0.087
"2002-306401",2002,8,11,42.8333333333333,-70.4166666666667,0,"NH","Private",3,8,2,"Yes","No","Yes","No","Yes","No",-180,-128.5,17.78,19.7299995422363,"giant",NA,-0.201000005,0.087
"2002-307701",2002,8,12,41.2666666666667,-69.2833333333333,0,"MA","Private",4,11,2,"No","Yes","Yes","Yes","Yes","Yes",-400,-75.9,20,20.2799987792969,"giant",NA,-0.460000008,0.087
"2002-307301",2002,8,12,42.1666666666667,-70.25,0,"MA","Private",4,12,2,"Yes","No","No","No","No","Yes",-190,-28.8,18.33,20.2199993133545,"giant",NA,-0.460000008,0.087
"2002-307602",2002,8,13,42.9166666666667,-70.4166666666667,0,"MA","Private",2,12,2,"Yes","No","Yes","No","No","No",-220,-74.1,20,19.6700000762939,"giant",NA,-0.481999993,0.087
"2002-308703",2002,8,14,42.7833333333333,-70.55,0,"MA","Private",3,6,2,"No","Yes","No","Yes","No","No",-225,-99.3,21.11,20.1700000762939,"giant",NA,-0.635999978,0.087
"2002-23-08-70",2002,8,14,43.5666666666667,-69.8333333333333,1,"ME","Private",3,7,2,"No","No","Yes","No","Yes","No",-200,-103.6,NA,19.2700004577637,"giant",NA,-0.635999978,0.087
"2002-23-08-71",2002,8,14,43.5666666666667,-69.8333333333333,1,"ME","Private",4,12,2,"No","No","Yes","No","No","Yes",-190,-103.6,20.56,19.2700004577637,"giant",NA,-0.635999978,0.087
"2002-23-08-72",2002,8,14,43.6333333333333,-69.8333333333333,2,"ME","Private",3,8,2,"No","No","Yes","No","No","Yes",-180,-50.8,NA,19.2700004577637,"giant",NA,-0.635999978,0.087
"2002-23-08-68",2002,8,14,43.65,-69.8333333333333,0,"ME","Private",4,9,2,"No","No","Yes","No","No","Yes",-186,-27,20.56,19.2700004577637,"giant",NA,-0.635999978,0.087
"2002-23-08-69",2002,8,14,43.5,-69.9166666666667,1,"ME","Private",3,8,1,"No","No","Yes","No","Yes","No",-210,-115.9,NA,19.2700004577637,"giant",NA,-0.635999978,0.087
"2002-23-08-92",2002,8,16,43.1666666666667,-70.0833333333333,0,"ME","Private",4,6,2,"Yes","No","Yes","No","No","Yes",-210,-154.5,17.78,18.9300003051758,"giant",NA,-0.151999995,0.087
"2002-23-08-91",2002,8,16,43.3333333333333,-70.1666666666667,1,"ME","Private",3,1,2,"Yes","No","No","No","No","No",-200,-107.6,NA,18.2799987792969,"giant",NA,-0.151999995,0.087
"2002-23-08-94",2002,8,16,43.5,-69.9166666666667,0,"ME","Charter",4,6,2,"Yes","No","Yes","No","Yes","No",-200,-115.9,NA,18.0699996948242,"giant",NA,-0.151999995,0.087
"2002-23-08-95",2002,8,16,43.5,-69.9166666666667,0,"ME","Private",4,9,3,"Yes","No","Yes","No","Yes","No",-200,-115.9,NA,18.0699996948242,"giant",NA,-0.151999995,0.087
"2002-23-08-93",2002,8,16,43.1666666666667,-69.5,0,"ME","Charter",5,6,6,"Yes","No","No","No","Yes","No",-190,-121.8,NA,18.8899993896484,"giant",NA,-0.151999995,0.087
"2002-310601",2002,8,16,42.9166666666667,-70.0833333333333,0,"NH","Private",3,7,2,"Yes","No","No","No","No","Yes",-108,-74,18.33,19.5,"giant",NA,-0.151999995,0.087
"2002-23-08-73",2002,8,17,43.65,-69.8333333333333,1,"ME","Private",4,10,2,"No","No","Yes","No","No","Yes",-186,-27,NA,18.0900001525879,"giant",NA,0.248999998,0.087
"2002-23-08-74",2002,8,17,43.65,-69.8333333333333,0,"ME","Private",3,12,2,"No","No","Yes","No","No","Yes",-220,-27,NA,18.0900001525879,"giant",NA,0.248999998,0.087
"2002-23-08-99",2002,8,18,43.5,-69.9166666666667,0,"ME","Private",4,8,5,"Yes","No","No","No","No","No",-255,-115.9,18.33,18.5,"giant",NA,0.444999993,0.087
"2002-23-08-98",2002,8,18,42.5833333333333,-70.5,0,"ME","Private",4,10,3,"Yes","No","No","No","No","No",-240,-73.9,18.33,19.6000003814697,"giant",NA,0.444999993,0.087
"2002-23-08-103",2002,8,18,43.4166666666667,-70.25,0,"ME","Private",4,5,3,"Yes","No","Yes","No","Yes","No",-205,-78.4,19.44,18.8500003814697,"giant",NA,0.444999993,0.087
"2002-23-08-97",2002,8,18,43.5,-69.9166666666667,0,"ME","Charter",4,4,3,"Yes","No","Yes","No","Yes","Yes",-200,-115.9,NA,18.5,"giant",NA,0.444999993,0.087
"2002-23-08-100",2002,8,18,43.1666666666667,-70.0833333333333,0,"ME","Private",4,10,3,"Yes","No","Yes","No","No","Yes",-210,-154.5,17.78,19.3299999237061,"giant",NA,0.444999993,0.087
"2002-23-08-101",2002,8,18,43.1666666666667,-69.5,0,"ME","Private",4,12,3,"Yes","No","Yes","No","Yes","No",-210,-121.8,NA,19.0100002288818,"giant",NA,0.444999993,0.087
"2002-23-08-102",2002,8,18,43.5,-69.9166666666667,0,"ME","Private",4,9,3,"Yes","No","Yes","No","Yes","No",-224,-115.9,18.89,18.5,"giant",NA,0.444999993,0.087
"2002-314902",2002,8,20,42.8333333333333,-70.4166666666667,0,"MA","Private",5,11,2,"Yes","No","Yes","No","Yes","Yes",-225,-128.5,17.78,19.0699996948242,"giant",NA,0.632000029,0.087
"2002-314901",2002,8,20,42.9166666666667,-70.4166666666667,1,"MA","Private",3,8,2,"Yes","No","Yes","No","Yes","Yes",-240,-74.1,18.89,19.0699996948242,"giant",NA,0.632000029,0.087
"2002-315701",2002,8,22,41.2666666666667,-69.2833333333333,0,"MA","Private",3,11,4,"Yes","Yes","No","Yes","No","No",-400,-75.9,NA,20.1000003814697,"giant",NA,0.675999999,0.087
"2002-23-08-117",2002,8,22,43.75,-69.75,0,"ME","Private",2,3,1,"No","No","Yes","No","Yes","Yes",-200,-8.8,17.22,17.5499992370605,"giant",NA,0.675999999,0.087
"2002-328301",2002,8,22,42.8333333333333,-70.4166666666667,0,"NH","Private",2,6,2,"Yes","No","No","No","No","Yes",-180,-128.5,17.22,19.2199993133545,"giant",NA,0.675999999,0.087
"2002-328303",2002,8,22,42.8333333333333,-70.4166666666667,0,"NH","Private",3,7,1,"Yes","No","No","No","No","Yes",-150,-128.5,17.78,19.2199993133545,"giant",NA,0.675999999,0.087
"2002-316301",2002,8,24,41.6666666666667,-69.9166666666667,0,"MA","Charter",3,6,6,"No","Yes","No","Yes","No","No",-300,-13.7,18.33,17.9099998474121,"giant",NA,0.535000026,0.087
"2002-23-08-114",2002,8,24,43.25,-70.2833333333333,0,"ME","Charter",2,7,3,"Yes","No","No","No","Yes","No",-150,-88.2,16.67,17.6499996185303,"giant",NA,0.535000026,0.087
"2002-23-08-116",2002,8,24,43.3333333333333,-70.1666666666667,0,"ME","Private",3,7,4,"Yes","No","No","No","Yes","No",-240,-107.6,17.78,17.4099998474121,"giant",NA,0.535000026,0.087
"2002-23-08-115",2002,8,24,43.3333333333333,-70.1666666666667,0,"ME","Private",4,7,2,"Yes","No","No","No","Yes","No",-232,-107.6,NA,17.4099998474121,"giant",NA,0.535000026,0.087
"2002-318603",2002,8,25,42.1666666666667,-70.25,0,"MA","Private",2,2,3,"No","No","Yes","No","No","Yes",-110,-28.8,23.33,18.4499988555908,"giant",NA,0.598999977,0.087
"2002-316901",2002,8,25,41.6666666666667,-69.9166666666667,0,"MA","Private",3,2,4,"No","Yes","No","Yes","No","No",-220,-13.7,18.33,19,"giant",NA,0.598999977,0.087
"2002-318604",2002,8,25,42,-70.3333333333333,0,"MA","Private",2,8,1,"Yes","No","No","No","No","No",-85,-47.2,20.56,18.3400001525879,"giant",NA,0.598999977,0.087
"2002-318602",2002,8,25,42,-70.3333333333333,0,"MA","Private",2,12,2,"Yes","No","No","No","No","No",-125,-47.2,20,18.3400001525879,"giant",NA,0.598999977,0.087
"2002-318601",2002,8,25,42,-70.3333333333333,0,"MA","Private",2,10,2,"Yes","No","No","No","No","No",-125,-47.2,20,18.3400001525879,"giant",NA,0.598999977,0.087
"2002-318102",2002,8,25,42.9166666666667,-70.4166666666667,0,"NH","Private",4,8,4,"Yes","No","Yes","No","Yes","No",-225,-74.1,20.56,18.3500003814697,"giant",NA,0.598999977,0.087
"2002-318104",2002,8,25,42.9166666666667,-70.0833333333333,0,"NH","Private",4,11,3,"No","No","Yes","No","No","Yes",-220,-74,18.33,18.5599994659424,"giant",NA,0.598999977,0.087
"2002-318103",2002,8,25,42.8666666666667,-70.5,0,"NH","Private",4,9,4,"No","No","Yes","No","Yes","No",-209,-102.1,19.44,18.3500003814697,"giant",NA,0.598999977,0.087
"2002-318101",2002,8,25,42.9166666666667,-70.4166666666667,0,"NH","Private",2,7,2,"Yes","No","Yes","No","Yes","No",-210,-74.1,18.33,18.3500003814697,"giant",NA,0.598999977,0.087
"2002-322801",2002,8,30,42.8333333333333,-70.4166666666667,1,"NH","Private",2,1,2,"Yes","No","No","No","Yes","No",-235,-128.5,NA,17.8999996185303,"giant",NA,0.954999983,0.087
"2002-329401",2002,9,2,41.6666666666667,-69.9166666666667,0,"MA","Charter",3,5,5,"No","Yes","No","Yes","No","No",-275,-13.7,16.11,17.1099987030029,"giant",NA,1.202999949,0.06
"2002-332402",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Private",1,7,1,"No","No","Yes","No","No","Yes",-250,-13.7,17.78,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332403",2002,9,6,40.8333333333333,-69.5833333333333,0,"MA","Private",4,10,2,"Yes","No","Yes","No","No","No",-300,-34.3,18.89,18.9499988555908,"giant",NA,-0.224000007,0.06
"2002-332408",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Private",3,14,2,"No","No","Yes","No","No","Yes",-300,-13.7,17.22,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332410",2002,9,6,41.6666666666667,-69.9166666666667,1,"MA","Private",3,12,2,"No","No","Yes","No","Yes","No",-260,-13.7,18.33,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332411",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Private",3,13,3,"No","No","Yes","No","Yes","No",-300,-13.7,17.78,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332405",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Private",3,10,2,"No","No","Yes","No","Yes","No",-240,-13.7,18.89,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332412",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Private",2,6,2,"No","No","Yes","No","Yes","No",-180,-13.7,17.78,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332409",2002,9,6,40.8333333333333,-69.9166666666667,0,"MA","Private",3,5,2,"Yes","No","Yes","No","No","No",-265,-30.9,18.33,18.9300003051758,"giant",NA,-0.224000007,0.06
"2002-332406",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Charter",2,12,1,"Yes","Yes","Yes","Yes","Yes","Yes",-300,-13.7,18.89,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332401",2002,9,6,40.8333333333333,-69.5833333333333,2,"MA","Charter",3,17,2,"Yes","No","Yes","No","Yes","No",-250,-34.3,17.78,18.9499988555908,"giant",NA,-0.224000007,0.06
"2002-332404",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Charter",4,6,2,"No","No","Yes","No","Yes","No",-250,-13.7,17.78,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-332407",2002,9,6,41.6666666666667,-69.9166666666667,0,"MA","Charter",3,8,3,"No","No","Yes","No","Yes","No",-295,-13.7,17.78,18.8099994659424,"giant",NA,-0.224000007,0.06
"2002-23-09-131",2002,9,6,43.4166666666667,-70.05,0,"ME","Private",4,10,2,"Yes","No","No","No","No","Yes",-200,-110.9,18.33,16.8899993896484,"giant",NA,-0.224000007,0.06
"2002-338904",2002,9,6,42.8333333333333,-70.4166666666667,0,"NH","Private",5,6,1,"Yes","No","Yes","No","No","Yes",-290,-128.5,16.67,17.8999996185303,"giant",NA,-0.224000007,0.06
"2002-338905",2002,9,6,43.1666666666667,-69.6666666666667,0,"NH","Private",3,4,2,"Yes","No","Yes","No","Yes","No",-240,-78.6,16.67,16.9899997711182,"giant",NA,-0.224000007,0.06
"2002-338903",2002,9,6,43.1666666666667,-69.6666666666667,0,"NH","Private",5,5,1,"No","No","Yes","No","Yes","No",-230,-78.6,16.67,16.9899997711182,"giant",NA,-0.224000007,0.06
"2002-333902",2002,9,7,41.6666666666667,-69.9166666666667,0,"MA","Party",3,7,2,"No","No","Yes","No","Yes","Yes",-280,-13.7,16.67,18.8599987030029,"giant",NA,0.003,0.06
"2002-333903",2002,9,7,41.6666666666667,-69.9166666666667,0,"MA","Charter",3,7,3,"No","No","Yes","No","No","Yes",-260,-13.7,17.78,18.8599987030029,"giant",NA,0.003,0.06
"2002-333904",2002,9,7,41.6666666666667,-69.9166666666667,0,"MA","Private",3,6,3,"No","No","Yes","No","No","Yes",-230,-13.7,NA,18.8599987030029,"giant",NA,0.003,0.06
"2002-333913",2002,9,7,41.2666666666667,-69.2833333333333,1,"MA","Private",3,15,2,"No","No","Yes","No","Yes","Yes",-220,-75.9,16.67,18.2399997711182,"giant",NA,0.003,0.06
"2002-333907",2002,9,7,41.2666666666667,-69.2833333333333,2,"MA","Private",4,10,4,"No","No","Yes","No","Yes","Yes",-250,-75.9,16.67,18.2399997711182,"giant",NA,0.003,0.06
"2002-333909",2002,9,7,41.2666666666667,-69.2833333333333,0,"MA","Private",4,12,4,"No","Yes","No","Yes","No","No",-230,-75.9,17.22,18.2399997711182,"giant",NA,0.003,0.06
"2002-333912",2002,9,7,41.2666666666667,-69.2833333333333,0,"MA","Private",3,11,2,"No","Yes","Yes","Yes","Yes","Yes",-200,-75.9,16.67,18.2399997711182,"giant",NA,0.003,0.06
"2002-333910",2002,9,7,41.2666666666667,-69.2833333333333,0,"MA","Private",4,10,3,"Yes","No","Yes","No","Yes","Yes",-250,-75.9,16.67,18.2399997711182,"giant",NA,0.003,0.06
"2002-333905",2002,9,7,41.2666666666667,-69.2833333333333,0,"MA","Private",3,24,2,"No","No","Yes","No","Yes","Yes",-300,-75.9,16.67,18.2399997711182,"giant",NA,0.003,0.06
"2002-333911",2002,9,7,41.2666666666667,-69.2833333333333,1,"MA","Private",3,9,2,"No","No","Yes","No","No","No",-300,-75.9,18.89,18.2399997711182,"giant",NA,0.003,0.06
"2002-23-09-135",2002,9,7,43.4166666666667,-70.05,0,"ME","Private",4,9,2,"Yes","No","No","No","No","Yes",-200,-110.9,18.33,17.3400001525879,"giant",NA,0.003,0.06
"2002-332501",2002,9,7,42.9166666666667,-70.4166666666667,0,"NH","Private",2,7,2,"Yes","No","Yes","No","Yes","No",-240,-74.1,15.56,18.1299991607666,"giant",NA,0.003,0.06
"2002-23-09-128",2002,9,8,43.4166666666667,-70.25,0,"ME","Private",4,9,4,"Yes","No","No","No","No","No",-240,-78.4,NA,17.3999996185303,"giant",NA,-0.02,0.06
"2002-23-09-136",2002,9,8,43.3333333333333,-70.1666666666667,0,"ME","Private",4,9,2,"Yes","No","No","No","No","Yes",-240,-107.6,NA,17.3999996185303,"giant",NA,-0.02,0.06
"2002-23-09-129",2002,9,8,43.5,-69.9166666666667,0,"ME","Private",3,5,3,"Yes","No","Yes","No","Yes","Yes",-220,-115.9,NA,16.7600002288818,"giant",NA,-0.02,0.06
"2002-335009",2002,9,9,41.6666666666667,-69.9166666666667,0,"MA","Charter",3,12,1,"No","No","Yes","No","No","No",-290,-13.7,17.78,19.3599987030029,"giant",NA,-0.545000017,0.06
"2002-335004",2002,9,9,41.2666666666667,-69.2833333333333,0,"MA","Private",3,5,2,"No","No","Yes","No","No","No",-300,-75.9,17.78,18.4499988555908,"giant",NA,-0.545000017,0.06
"2002-335007",2002,9,9,40.8333333333333,-69.5833333333333,0,"MA","Charter",3,8,2,"Yes","No","Yes","No","No","No",-270,-34.3,17.78,18.6999988555908,"giant",NA,-0.545000017,0.06
"2002-335006",2002,9,9,41.6666666666667,-69.9166666666667,0,"MA","Charter",2,8,2,"Yes","No","No","No","Yes","No",-225,-13.7,16.67,19.3599987030029,"giant",NA,-0.545000017,0.06
"2002-335002",2002,9,9,41.6666666666667,-69.9166666666667,1,"MA","Private",4,8,2,"No","No","Yes","No","Yes","No",-250,-13.7,19.44,19.3599987030029,"giant",NA,-0.545000017,0.06
"2002-335001",2002,9,9,41.6666666666667,-69.9166666666667,1,"MA","Private",2,15,2,"No","No","Yes","No","No","Yes",-250,-13.7,15.56,19.3599987030029,"giant",NA,-0.545000017,0.06
"2002-335003",2002,9,9,41.2666666666667,-69.2833333333333,1,"MA","Charter",4,12,2,"No","No","Yes","No","No","Yes",-240,-75.9,16.67,18.4499988555908,"giant",NA,-0.545000017,0.06
"2002-335005",2002,9,9,41.6666666666667,-69.9166666666667,2,"MA","Charter",3,7,4,"No","No","Yes","No","No","No",-200,-13.7,16.67,19.3599987030029,"giant",NA,-0.545000017,0.06
